timestamps,src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,packet_size,cpu_percent,memory_percent,bytes_sent,bytes_recv,packet_rate,label
2025-06-26T09:08:24.773800,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,14.3,65.6,29766757,763356644,50,normal
2025-06-26T09:08:24.790844,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.6,29766757,763356644,50,normal
2025-06-26T09:08:24.809469,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,86,19.0,65.6,29766757,763356644,51,normal
2025-06-26T09:08:24.826459,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,72,5.3,65.6,29766757,763356644,51,normal
2025-06-26T09:08:24.844463,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,21.7,65.6,29766757,763356644,51,normal
2025-06-26T09:08:24.865974,192.168.0.103,74.125.169.73,44168,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,78,23.1,65.6,29766757,763356644,50,normal
2025-06-26T09:08:24.885435,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,27.3,65.6,29767636,763370404,50,normal
2025-06-26T09:08:24.906333,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,79,33.3,65.6,29767845,763372988,50,normal
2025-06-26T09:08:24.926395,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,71,27.3,65.6,29768341,763388460,50,normal
2025-06-26T09:08:24.947977,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,71,33.3,65.6,29768739,763402220,50,normal
2025-06-26T09:08:24.966551,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,27.3,65.6,29768844,763406306,50,normal
2025-06-26T09:08:24.985896,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,77,34.8,65.6,29768938,763407808,50,normal
2025-06-26T09:08:25.007494,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,26.1,65.6,29768938,763407808,49,normal
2025-06-26T09:08:25.026991,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,86,33.3,65.6,29769126,763416400,49,normal
2025-06-26T09:08:25.048753,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,30.8,65.6,29769818,763433798,49,normal
2025-06-26T09:08:25.075999,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,86,56.2,65.6,29769818,763433798,49,anomaly
2025-06-26T09:08:25.096744,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,25.0,65.6,29769818,763433798,49,normal
2025-06-26T09:08:25.124998,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,88.2,65.6,29769818,763433798,48,anomaly
2025-06-26T09:08:25.157716,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,84.6,65.6,29769818,763433798,47,anomaly
2025-06-26T09:08:25.183346,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,86,53.3,65.5,29769818,763433798,47,anomaly
2025-06-26T09:08:25.208363,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,31.0,65.5,29769818,763433798,46,normal
2025-06-26T09:08:25.225219,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,14.3,65.5,29770230,763438308,46,normal
2025-06-26T09:08:25.242469,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,77,14.3,65.5,29770230,763438308,46,normal
2025-06-26T09:08:25.259682,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.5,29770870,763450566,46,normal
2025-06-26T09:08:25.277522,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,4.8,65.5,29773046,763464214,46,normal
2025-06-26T09:08:25.295203,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,15.0,65.5,29773046,763464214,46,normal
2025-06-26T09:08:25.320970,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,40.0,65.5,29773154,763472176,47,normal
2025-06-26T09:08:25.339340,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,25.0,65.6,29773582,763480558,47,normal
2025-06-26T09:08:25.356659,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,77,10.0,65.6,29773902,763486356,47,normal
2025-06-26T09:08:25.375249,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,22.7,65.6,29774328,763496030,48,normal
2025-06-26T09:08:25.395786,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,25.0,65.6,29774434,763497532,48,normal
2025-06-26T09:08:25.417275,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,20.8,65.6,29774952,763508716,49,normal
2025-06-26T09:08:25.436089,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,18.2,65.6,29774952,763511720,49,normal
2025-06-26T09:08:25.453828,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.6,29774952,763521394,49,normal
2025-06-26T09:08:25.470868,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,10.0,65.6,29774952,763521394,50,normal
2025-06-26T09:08:25.487723,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.6,29774952,763521394,50,normal
2025-06-26T09:08:25.505994,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,26.1,65.6,29774952,763534734,50,normal
2025-06-26T09:08:25.530973,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,27.6,65.6,29774952,763537738,50,normal
2025-06-26T09:08:25.549262,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,17.4,65.6,29774952,763537738,51,normal
2025-06-26T09:08:25.567604,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,19.0,65.6,29774952,763537738,51,normal
2025-06-26T09:08:25.584501,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,5.3,65.6,29774952,763537738,51,normal
2025-06-26T09:08:25.601471,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,15.0,65.7,29774952,763537738,51,normal
2025-06-26T09:08:25.619178,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,94,26.1,65.9,29774952,763537738,51,normal
2025-06-26T09:08:25.637775,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,18.2,65.8,29774952,763537738,51,normal
2025-06-26T09:08:25.654755,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.3,65.8,29776016,763537738,51,normal
2025-06-26T09:08:25.674919,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,21.7,65.7,29776016,763537738,51,normal
2025-06-26T09:08:25.699102,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,33.3,65.7,29776016,763537738,51,normal
2025-06-26T09:08:25.721508,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,24.0,65.7,29776016,763537738,51,normal
2025-06-26T09:08:25.739820,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,13.6,65.7,29776016,763537738,50,normal
2025-06-26T09:08:25.756828,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,10.0,65.7,29776016,763537738,50,normal
2025-06-26T09:08:25.773848,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29776016,763537738,50,normal
2025-06-26T09:08:25.791000,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,9.5,65.7,29776441,763564596,50,normal
2025-06-26T09:08:25.809265,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,77,26.1,65.7,29776858,763570608,51,normal
2025-06-26T09:08:25.826698,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.7,29777282,763577488,50,normal
2025-06-26T09:08:25.844586,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,9.5,65.7,29777707,763584578,50,normal
2025-06-26T09:08:25.864567,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.1,65.7,29777707,763587162,51,normal
2025-06-26T09:08:25.881652,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,9.5,65.7,29777707,763587162,51,normal
2025-06-26T09:08:25.899167,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,18.2,65.7,29777707,763594914,51,normal
2025-06-26T09:08:25.916859,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,9.5,65.7,29777707,763601584,51,normal
2025-06-26T09:08:25.933954,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29777707,763601584,51,normal
2025-06-26T09:08:25.951236,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,14.3,65.7,29777707,763601584,51,normal
2025-06-26T09:08:25.969677,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29777707,763605460,51,normal
2025-06-26T09:08:25.988528,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,17.4,65.7,29777707,763623516,51,normal
2025-06-26T09:08:26.006554,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,19.0,65.7,29777707,763623516,52,normal
2025-06-26T09:08:26.030586,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,27.6,65.7,29777707,763623516,51,normal
2025-06-26T09:08:26.048423,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29777707,763623516,52,normal
2025-06-26T09:08:26.066984,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,26.1,65.7,29777707,763623516,52,normal
2025-06-26T09:08:26.083948,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29777707,763623516,52,normal
2025-06-26T09:08:26.100905,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.3,65.7,29779289,763623516,52,normal
2025-06-26T09:08:26.117704,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,10.0,65.7,29779289,763623516,53,normal
2025-06-26T09:08:26.134667,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,10.0,65.7,29779289,763623516,53,normal
2025-06-26T09:08:26.151615,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,5.0,65.7,29779289,763623516,54,normal
2025-06-26T09:08:26.168883,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.7,29779289,763623516,54,normal
2025-06-26T09:08:26.185800,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,13.6,65.7,29779289,763623516,54,normal
2025-06-26T09:08:26.203125,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,15.0,65.7,29779489,763623516,55,normal
2025-06-26T09:08:26.220987,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,15.0,65.7,29779489,763623516,55,normal
2025-06-26T09:08:26.238319,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,18.2,65.7,29779489,763623516,55,normal
2025-06-26T09:08:26.255696,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,14.3,65.7,29786458,763677108,55,normal
2025-06-26T09:08:26.273462,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,13.6,65.7,29786740,763686120,55,normal
2025-06-26T09:08:26.290788,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.7,29786846,763690206,55,normal
2025-06-26T09:08:26.314872,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,50.0,65.7,29787140,763705375,55,anomaly
2025-06-26T09:08:26.336261,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,32.0,65.7,29787140,763720217,55,normal
2025-06-26T09:08:26.357807,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,37.0,65.7,29787140,763721509,54,normal
2025-06-26T09:08:26.376923,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,22.7,65.7,29787140,763721509,54,normal
2025-06-26T09:08:26.395362,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,18.2,65.7,29787140,763721509,55,normal
2025-06-26T09:08:26.412328,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,10.0,65.7,29787140,763721509,55,normal
2025-06-26T09:08:26.429258,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,10.0,65.7,29787140,763721509,55,normal
2025-06-26T09:08:26.446320,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,10.0,65.7,29787140,763721509,55,normal
2025-06-26T09:08:26.463309,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,13.6,65.7,29787140,763721509,55,normal
2025-06-26T09:08:26.480765,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29787140,763721509,55,normal
2025-06-26T09:08:26.498059,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29787958,763721509,55,normal
2025-06-26T09:08:26.515906,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,19.0,65.7,29787958,763721509,55,normal
2025-06-26T09:08:26.534226,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,19.0,65.7,29787958,763721509,55,normal
2025-06-26T09:08:26.553072,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,17.4,65.7,29788069,763727969,55,normal
2025-06-26T09:08:26.573259,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,33.3,65.7,29788175,763733137,55,normal
2025-06-26T09:08:26.590243,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.7,29788175,763733137,55,normal
2025-06-26T09:08:26.608352,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.1,65.7,29788175,763739597,55,normal
2025-06-26T09:08:26.626234,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,77,17.4,65.7,29788492,763743473,55,normal
2025-06-26T09:08:26.644458,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,13.6,65.7,29789362,763767957,55,normal
2025-06-26T09:08:26.661402,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.3,65.7,29789362,763767957,55,normal
2025-06-26T09:08:26.678782,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,10.0,65.7,29789362,763773125,55,normal
2025-06-26T09:08:26.697365,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,20.8,65.7,29789962,763795477,56,normal
2025-06-26T09:08:26.717148,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,21.7,65.7,29789962,763795477,56,normal
2025-06-26T09:08:26.737084,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,30.4,65.7,29789962,763795477,56,normal
2025-06-26T09:08:26.761284,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,77,36.7,65.7,29789962,763795477,55,normal
2025-06-26T09:08:26.782452,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,32.0,65.7,29789962,763795477,55,normal
2025-06-26T09:08:26.799715,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29789962,763795477,55,normal
2025-06-26T09:08:26.820241,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,32.0,65.7,29789962,763795477,55,normal
2025-06-26T09:08:26.837929,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,18.2,65.7,29790244,763802777,55,normal
2025-06-26T09:08:26.855108,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,10.0,65.7,29790350,763802777,55,normal
2025-06-26T09:08:26.872510,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.5,65.7,29790350,763802777,55,normal
2025-06-26T09:08:26.890347,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,18.2,65.7,29790350,763802777,55,normal
2025-06-26T09:08:26.907461,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,9.5,65.7,29790350,763802777,55,normal
2025-06-26T09:08:26.924491,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,14.3,65.7,29790350,763804279,55,normal
2025-06-26T09:08:26.942585,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29791020,763825969,55,normal
2025-06-26T09:08:26.959728,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,10.0,65.7,29791020,763825969,55,normal
2025-06-26T09:08:26.977045,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.5,65.7,29791114,763828977,55,normal
2025-06-26T09:08:26.995625,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,79,9.5,65.7,29791618,763846197,55,normal
2025-06-26T09:08:27.013162,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.5,65.7,29791618,763851365,55,normal
2025-06-26T09:08:27.031569,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,27.3,65.7,29791828,763852657,55,normal
2025-06-26T09:08:27.051984,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,28.0,65.7,29791933,763859117,55,normal
2025-06-26T09:08:27.075322,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,18.5,65.7,29791933,763860409,55,normal
2025-06-26T09:08:27.092782,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29791933,763861915,55,normal
2025-06-26T09:08:27.109642,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29791933,763861915,55,normal
2025-06-26T09:08:27.126518,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,5.3,65.7,29791933,763861915,55,normal
2025-06-26T09:08:27.143780,192.168.0.103,74.125.169.73,54679,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,79,14.3,65.7,29791933,763861915,55,normal
2025-06-26T09:08:27.162797,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,26.1,65.7,29791933,763861915,55,normal
2025-06-26T09:08:27.185356,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,30.8,65.7,29791933,763861915,55,normal
2025-06-26T09:08:27.209994,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,27.6,65.7,29791933,763861915,54,normal
2025-06-26T09:08:27.232767,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,20.0,65.7,29792440,763864919,54,normal
2025-06-26T09:08:27.251753,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,13.6,65.7,29793224,763888777,54,normal
2025-06-26T09:08:27.270129,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,13.6,65.7,29793716,763908125,54,normal
2025-06-26T09:08:27.287860,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29793716,763908125,54,normal
2025-06-26T09:08:27.309990,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,28.0,65.7,29793998,763919511,54,normal
2025-06-26T09:08:27.328188,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,20.8,65.7,29794395,763931979,54,normal
2025-06-26T09:08:27.346928,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.1,65.7,29794970,763957381,54,normal
2025-06-26T09:08:27.364567,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.5,65.7,29795263,763961887,54,normal
2025-06-26T09:08:27.382831,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,14.3,65.7,29795263,763961887,54,normal
2025-06-26T09:08:27.401813,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.1,65.7,29795263,763961887,54,normal
2025-06-26T09:08:27.419015,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,18.2,65.7,29795357,763966183,54,normal
2025-06-26T09:08:27.436595,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.5,65.7,29795462,763973063,54,normal
2025-06-26T09:08:27.454726,192.168.0.103,44.225.219.65,53070,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,9.5,65.7,29795462,763988535,54,normal
2025-06-26T09:08:27.471646,192.168.0.103,44.225.219.65,53054,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,5.0,65.7,29795462,763988535,54,normal
2025-06-26T09:08:27.489066,74.125.169.73,192.168.0.103,443,54679,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,10.0,65.7,29795462,763995415,54,normal
2025-06-26T09:08:27.506942,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29795462,764005089,54,normal
